2018-03-01 00:00:00,0.0,40.0
2018-03-01 00:30:00,0.5,20.0
2018-03-01 01:00:00,1.0,30.0
2018-03-01 01:30:00,1.5,30.0
2018-03-01 02:00:00,2.0,20.0
2018-03-01 02:30:00,2.5,30.0
2018-03-01 03:00:00,3.0,20.0
2018-03-01 03:30:00,3.5,30.0
2018-03-01 04:00:00,4.0,20.0
2018-03-01 04:30:00,4.5,30.0
2018-03-01 05:00:00,5.0,20.0
2018-03-01 05:30:00,5.5,30.0
2018-03-01 06:00:00,6.0,30.0
2018-03-01 06:30:00,6.5,20.0
2018-03-01 07:00:00,7.0,20.0
2018-03-01 07:30:00,7.5,20.0
2018-03-01 08:00:00,8.0,120.0
2018-03-01 08:30:00,8.5,90.0
2018-03-01 09:00:00,9.0,40.0
2018-03-01 09:30:00,9.5,20.0
2018-03-01 10:00:00,10.0,30.0
2018-03-01 10:30:00,10.5,20.0
2018-03-01 11:00:00,11.0,70.0
2018-03-01 11:30:00,11.5,30.0
2018-03-01 12:00:00,12.0,30.0
2018-03-01 12:30:00,12.5,20.0
2018-03-01 13:00:00,13.0,20.0
2018-03-01 13:30:00,13.5,30.0
2018-03-01 14:00:00,14.0,30.0
2018-03-01 14:30:00,14.5,20.0
2018-03-01 15:00:00,15.0,30.0
2018-03-01 15:30:00,15.5,20.0
2018-03-01 16:00:00,16.0,30.0
2018-03-01 16:30:00,16.5,30.0
2018-03-01 17:00:00,17.0,30.0
2018-03-01 17:30:00,17.5,20.0
2018-03-01 18:00:00,18.0,20.0
2018-03-01 18:30:00,18.5,30.0
2018-03-01 19:00:00,19.0,30.0
2018-03-01 19:30:00,19.5,50.0
2018-03-01 20:00:00,20.0,130.0
2018-03-01 20:30:00,20.5,60.0
2018-03-01 21:00:00,21.0,30.0
2018-03-01 21:30:00,21.5,30.0
2018-03-01 22:00:00,22.0,30.0
2018-03-01 22:30:00,22.5,30.0
2018-03-01 23:00:00,23.0,30.0
2018-03-01 23:30:00,23.5,30.0
2018-03-02 00:00:00,0.0,110.0
2018-03-02 00:30:00,0.5,80.0
2018-03-02 01:00:00,1.0,90.0
2018-03-02 01:30:00,1.5,40.0
2018-03-02 02:00:00,2.0,40.0
2018-03-02 02:30:00,2.5,20.0
2018-03-02 03:00:00,3.0,40.0
2018-03-02 03:30:00,3.5,30.0
2018-03-02 04:00:00,4.0,20.0
2018-03-02 04:30:00,4.5,30.0
2018-03-02 05:00:00,5.0,30.0
2018-03-02 05:30:00,5.5,30.0
2018-03-02 06:00:00,6.0,30.0
2018-03-02 06:30:00,6.5,20.0
2018-03-02 07:00:00,7.0,40.0
2018-03-02 07:30:00,7.5,20.0
2018-03-02 08:00:00,8.0,70.0
2018-03-02 08:30:00,8.5,40.0
2018-03-02 09:00:00,9.0,130.0
2018-03-02 09:30:00,9.5,80.0
2018-03-02 10:00:00,10.0,80.0
2018-03-02 10:30:00,10.5,50.0
2018-03-02 11:00:00,11.0,50.0
2018-03-02 11:30:00,11.5,40.0
2018-03-02 12:00:00,12.0,40.0
2018-03-02 12:30:00,12.5,50.0
2018-03-02 13:00:00,13.0,30.0
2018-03-02 13:30:00,13.5,40.0
2018-03-02 14:00:00,14.0,60.0
2018-03-02 14:30:00,14.5,40.0
2018-03-02 15:00:00,15.0,90.0
2018-03-02 15:30:00,15.5,60.0
2018-03-02 16:00:00,16.0,50.0
2018-03-02 16:30:00,16.5,50.0
2018-03-02 17:00:00,17.0,40.0
2018-03-02 17:30:00,17.5,50.0
2018-03-02 18:00:00,18.0,80.0
2018-03-02 18:30:00,18.5,80.0
2018-03-02 19:00:00,19.0,70.0
2018-03-02 19:30:00,19.5,70.0
2018-03-02 20:00:00,20.0,60.0
2018-03-02 20:30:00,20.5,70.0
2018-03-02 21:00:00,21.0,70.0
2018-03-02 21:30:00,21.5,60.0
2018-03-02 22:00:00,22.0,80.0
2018-03-02 22:30:00,22.5,30.0
2018-03-02 23:00:00,23.0,20.0
2018-03-02 23:30:00,23.5,30.0
2018-03-03 00:00:00,0.0,20.0
2018-03-03 00:30:00,0.5,30.0
2018-03-03 01:00:00,1.0,20.0
2018-03-03 01:30:00,1.5,10.0
2018-03-03 02:00:00,2.0,20.0
2018-03-03 02:30:00,2.5,0.0
2018-03-03 03:00:00,3.0,20.0
2018-03-03 03:30:00,3.5,0.0
2018-03-03 04:00:00,4.0,20.0
2018-03-03 04:30:00,4.5,10.0
2018-03-03 05:00:00,5.0,0.0
2018-03-03 05:30:00,5.5,20.0
2018-03-03 06:00:00,6.0,10.0
2018-03-03 06:30:00,6.5,0.0
2018-03-03 07:00:00,7.0,60.0
2018-03-03 07:30:00,7.5,110.0
2018-03-03 08:00:00,8.0,30.0
2018-03-03 08:30:00,8.5,70.0
2018-03-03 09:00:00,9.0,40.0
2018-03-03 09:30:00,9.5,20.0
2018-03-03 10:00:00,10.0,10.0
2018-03-03 10:30:00,10.5,20.0
2018-03-03 11:00:00,11.0,10.0
2018-03-03 11:30:00,11.5,10.0
2018-03-03 12:00:00,12.0,10.0
2018-03-03 12:30:00,12.5,20.0
2018-03-03 13:00:00,13.0,0.0
2018-03-03 13:30:00,13.5,20.0
2018-03-03 14:00:00,14.0,10.0
2018-03-03 14:30:00,14.5,10.0
2018-03-03 15:00:00,15.0,20.0
2018-03-03 15:30:00,15.5,10.0
2018-03-03 16:00:00,16.0,10.0
2018-03-03 16:30:00,16.5,20.0
2018-03-03 17:00:00,17.0,10.0
2018-03-03 17:30:00,17.5,10.0
2018-03-03 18:00:00,18.0,20.0
2018-03-03 18:30:00,18.5,10.0
2018-03-03 19:00:00,19.0,20.0
2018-03-03 19:30:00,19.5,50.0
2018-03-03 20:00:00,20.0,80.0
2018-03-03 20:30:00,20.5,80.0
2018-03-03 21:00:00,21.0,80.0
2018-03-03 21:30:00,21.5,100.0
2018-03-03 22:00:00,22.0,90.0
2018-03-03 22:30:00,22.5,90.0
2018-03-03 23:00:00,23.0,110.0
2018-03-03 23:30:00,23.5,100.0
2018-03-04 00:00:00,0.0,50.0
2018-03-04 00:30:00,0.5,50.0
2018-03-04 01:00:00,1.0,40.0
2018-03-04 01:30:00,1.5,40.0
2018-03-04 02:00:00,2.0,50.0
2018-03-04 02:30:00,2.5,40.0
2018-03-04 03:00:00,3.0,40.0
2018-03-04 03:30:00,3.5,50.0
2018-03-04 04:00:00,4.0,30.0
2018-03-04 04:30:00,4.5,30.0
2018-03-04 05:00:00,5.0,20.0
2018-03-04 05:30:00,5.5,30.0
2018-03-04 06:00:00,6.0,20.0
2018-03-04 06:30:00,6.5,30.0
2018-03-04 07:00:00,7.0,10.0
2018-03-04 07:30:00,7.5,30.0
2018-03-04 08:00:00,8.0,60.0
2018-03-04 08:30:00,8.5,140.0
2018-03-04 09:00:00,9.0,30.0
2018-03-04 09:30:00,9.5,80.0
2018-03-04 10:00:00,10.0,40.0
2018-03-04 10:30:00,10.5,70.0
2018-03-04 11:00:00,11.0,40.0
2018-03-04 11:30:00,11.5,20.0
2018-03-04 12:00:00,12.0,30.0
2018-03-04 12:30:00,12.5,40.0
2018-03-04 13:00:00,13.0,20.0
2018-03-04 13:30:00,13.5,30.0
2018-03-04 14:00:00,14.0,30.0
2018-03-04 14:30:00,14.5,40.0
2018-03-04 15:00:00,15.0,20.0
2018-03-04 15:30:00,15.5,30.0
2018-03-04 16:00:00,16.0,30.0
2018-03-04 16:30:00,16.5,30.0
2018-03-04 17:00:00,17.0,30.0
2018-03-04 17:30:00,17.5,30.0
2018-03-04 18:00:00,18.0,30.0
2018-03-04 18:30:00,18.5,30.0
2018-03-04 19:00:00,19.0,30.0
2018-03-04 19:30:00,19.5,30.0
2018-03-04 20:00:00,20.0,40.0
2018-03-04 20:30:00,20.5,70.0
2018-03-04 21:00:00,21.0,80.0
2018-03-04 21:30:00,21.5,80.0
2018-03-04 22:00:00,22.0,100.0
2018-03-04 22:30:00,22.5,100.0
2018-03-04 23:00:00,23.0,90.0
2018-03-04 23:30:00,23.5,90.0
2018-03-05 00:00:00,0.0,90.0
2018-03-05 00:30:00,0.5,50.0
2018-03-05 01:00:00,1.0,40.0
2018-03-05 01:30:00,1.5,50.0
2018-03-05 02:00:00,2.0,50.0
2018-03-05 02:30:00,2.5,30.0
2018-03-05 03:00:00,3.0,90.0
2018-03-05 03:30:00,3.5,50.0
2018-03-05 04:00:00,4.0,50.0
2018-03-05 04:30:00,4.5,30.0
2018-03-05 05:00:00,5.0,20.0
2018-03-05 05:30:00,5.5,30.0
2018-03-05 06:00:00,6.0,30.0
2018-03-05 06:30:00,6.5,30.0
2018-03-05 07:00:00,7.0,30.0
2018-03-05 07:30:00,7.5,110.0
2018-03-05 08:00:00,8.0,60.0
2018-03-05 08:30:00,8.5,160.0
2018-03-05 09:00:00,9.0,40.0
2018-03-05 09:30:00,9.5,30.0
2018-03-05 10:00:00,10.0,20.0
2018-03-05 10:30:00,10.5,30.0
2018-03-05 11:00:00,11.0,30.0
2018-03-05 11:30:00,11.5,30.0
2018-03-05 12:00:00,12.0,30.0
2018-03-05 12:30:00,12.5,20.0
2018-03-05 13:00:00,13.0,30.0
2018-03-05 13:30:00,13.5,20.0
2018-03-05 14:00:00,14.0,30.0
2018-03-05 14:30:00,14.5,20.0
2018-03-05 15:00:00,15.0,30.0
2018-03-05 15:30:00,15.5,30.0
2018-03-05 16:00:00,16.0,30.0
2018-03-05 16:30:00,16.5,10.0
2018-03-05 17:00:00,17.0,30.0
2018-03-05 17:30:00,17.5,30.0
2018-03-05 18:00:00,18.0,30.0
2018-03-05 18:30:00,18.5,20.0
2018-03-05 19:00:00,19.0,30.0
